block_group,B19051_000E,B19051_002E,B19051_003E,B19052_002E,B19052_003E,B19053_002E,B19053_003E,B19054_002E,B19054_003E,B19055_002E,B19055_003E,B19056_002E,B19056_003E,B19057_002E,B19057_003E,B19058_002E,B19058_003E,B19059_002E,B19059_003E,B19060_002E,B19060_003E
480291304012,341.0,235.0,106.0,235.0,106.0,36.0,305.0,34.0,307.0,145.0,196.0,68.0,273.0,0.0,341.0,137.0,204.0,37.0,304.0,11.0,330.0
480291304013,428.0,326.0,102.0,326.0,102.0,0.0,428.0,0.0,428.0,111.0,317.0,61.0,367.0,21.0,407.0,86.0,342.0,68.0,360.0,27.0,401.0
480291304014,260.0,153.0,107.0,153.0,107.0,25.0,235.0,9.0,251.0,93.0,167.0,27.0,233.0,17.0,243.0,72.0,188.0,39.0,221.0,18.0,242.0
480291304021,332.0,235.0,97.0,224.0,108.0,20.0,312.0,19.0,313.0,74.0,258.0,61.0,271.0,6.0,326.0,85.0,247.0,34.0,298.0,18.0,314.0
480291304022,518.0,367.0,151.0,367.0,151.0,8.0,510.0,0.0,518.0,102.0,416.0,122.0,396.0,22.0,496.0,283.0,235.0,7.0,511.0,40.0,478.0
480291304023,429.0,261.0,168.0,257.0,172.0,58.0,371.0,1.0,428.0,196.0,233.0,62.0,367.0,0.0,429.0,145.0,284.0,73.0,356.0,25.0,404.0
480291314011,1693.0,1578.0,115.0,1578.0,115.0,120.0,1573.0,137.0,1556.0,387.0,1306.0,166.0,1527.0,96.0,1597.0,310.0,1383.0,248.0,1445.0,381.0,1312.0
480291314012,1099.0,946.0,153.0,929.0,170.0,79.0,1020.0,95.0,1004.0,342.0,757.0,80.0,1019.0,18.0,1081.0,35.0,1064.0,118.0,981.0,154.0,945.0
480291314021,260.0,214.0,46.0,202.0,58.0,27.0,233.0,15.0,245.0,45.0,215.0,24.0,236.0,12.0,248.0,64.0,196.0,49.0,211.0,45.0,215.0
480291719182,509.0,452.0,57.0,434.0,75.0,18.0,491.0,22.0,487.0,64.0,445.0,0.0,509.0,0.0,509.0,21.0,488.0,71.0,438.0,41.0,468.0
480291719184,472.0,457.0,15.0,457.0,15.0,30.0,442.0,37.0,435.0,58.0,414.0,0.0,472.0,12.0,460.0,12.0,460.0,40.0,432.0,76.0,396.0
480291719191,1348.0,1250.0,98.0,1219.0,129.0,95.0,1253.0,87.0,1261.0,156.0,1192.0,72.0,1276.0,19.0,1329.0,279.0,1069.0,123.0,1225.0,214.0,1134.0
480291719202,1514.0,1250.0,264.0,1236.0,278.0,71.0,1443.0,98.0,1416.0,266.0,1248.0,67.0,1447.0,0.0,1514.0,253.0,1261.0,214.0,1300.0,278.0,1236.0
480291719211,713.0,645.0,68.0,645.0,68.0,10.0,703.0,38.0,675.0,134.0,579.0,49.0,664.0,12.0,701.0,123.0,590.0,77.0,636.0,109.0,604.0
480291719213,328.0,307.0,21.0,299.0,29.0,15.0,313.0,10.0,318.0,41.0,287.0,32.0,296.0,6.0,322.0,22.0,306.0,50.0,278.0,38.0,290.0
480291719221,1002.0,904.0,98.0,888.0,114.0,125.0,877.0,116.0,886.0,155.0,847.0,51.0,951.0,21.0,981.0,156.0,846.0,152.0,850.0,195.0,807.0
480291719232,448.0,382.0,66.0,382.0,66.0,13.0,435.0,33.0,415.0,168.0,280.0,0.0,448.0,19.0,429.0,19.0,429.0,92.0,356.0,74.0,374.0
480291719233,1130.0,874.0,256.0,847.0,283.0,45.0,1085.0,48.0,1082.0,123.0,1007.0,201.0,929.0,23.0,1107.0,223.0,907.0,122.0,1008.0,133.0,997.0
480291719241,2199.0,2015.0,184.0,1986.0,213.0,170.0,2029.0,193.0,2006.0,196.0,2003.0,12.0,2187.0,23.0,2176.0,84.0,2115.0,260.0,1939.0,275.0,1924.0
480291720022,1692.0,1639.0,53.0,1619.0,73.0,211.0,1481.0,155.0,1537.0,200.0,1492.0,29.0,1663.0,36.0,1656.0,161.0,1531.0,219.0,1473.0,323.0,1369.0
480291719242,677.0,651.0,26.0,635.0,42.0,60.0,617.0,89.0,588.0,80.0,597.0,24.0,653.0,0.0,677.0,78.0,599.0,107.0,570.0,92.0,585.0
480291719252,758.0,725.0,33.0,718.0,40.0,7.0,751.0,117.0,641.0,65.0,693.0,26.0,732.0,0.0,758.0,30.0,728.0,92.0,666.0,114.0,644.0
480291719254,949.0,846.0,103.0,846.0,103.0,5.0,944.0,56.0,893.0,115.0,834.0,41.0,908.0,44.0,905.0,191.0,758.0,122.0,827.0,175.0,774.0
480291720031,923.0,871.0,52.0,871.0,52.0,149.0,774.0,129.0,794.0,217.0,706.0,36.0,887.0,6.0,917.0,16.0,907.0,289.0,634.0,244.0,679.0
480291720032,859.0,786.0,73.0,778.0,81.0,71.0,788.0,140.0,719.0,138.0,721.0,15.0,844.0,0.0,859.0,86.0,773.0,176.0,683.0,171.0,688.0
480291720051,1567.0,1287.0,280.0,1287.0,280.0,80.0,1487.0,176.0,1391.0,271.0,1296.0,15.0,1552.0,0.0,1567.0,74.0,1493.0,418.0,1149.0,503.0,1064.0
480291720052,1945.0,1698.0,247.0,1698.0,247.0,95.0,1850.0,373.0,1572.0,402.0,1543.0,37.0,1908.0,0.0,1945.0,36.0,1909.0,444.0,1501.0,658.0,1287.0
480291720062,564.0,564.0,0.0,564.0,0.0,42.0,522.0,49.0,515.0,41.0,523.0,0.0,564.0,0.0,564.0,35.0,529.0,134.0,430.0,89.0,475.0
480291720063,673.0,513.0,160.0,493.0,180.0,121.0,552.0,114.0,559.0,214.0,459.0,16.0,657.0,0.0,673.0,142.0,531.0,146.0,527.0,186.0,487.0
480291720072,791.0,610.0,181.0,601.0,190.0,19.0,772.0,196.0,595.0,204.0,587.0,13.0,778.0,0.0,791.0,0.0,791.0,302.0,489.0,284.0,507.0
480291720073,1284.0,1077.0,207.0,1018.0,266.0,130.0,1154.0,366.0,918.0,247.0,1037.0,84.0,1200.0,12.0,1272.0,12.0,1272.0,408.0,876.0,337.0,947.0
480291801012,496.0,406.0,90.0,377.0,119.0,53.0,443.0,95.0,401.0,141.0,355.0,67.0,429.0,14.0,482.0,57.0,439.0,101.0,395.0,40.0,456.0
480291315031,453.0,202.0,251.0,194.0,259.0,16.0,437.0,37.0,416.0,199.0,254.0,120.0,333.0,28.0,425.0,102.0,351.0,138.0,315.0,90.0,363.0
480291315032,370.0,267.0,103.0,257.0,113.0,35.0,335.0,61.0,309.0,192.0,178.0,8.0,362.0,31.0,339.0,31.0,339.0,96.0,274.0,153.0,217.0
480291315041,372.0,341.0,31.0,336.0,36.0,5.0,367.0,5.0,367.0,66.0,306.0,0.0,372.0,0.0,372.0,81.0,291.0,63.0,309.0,112.0,260.0
480291315042,309.0,216.0,93.0,205.0,104.0,11.0,298.0,46.0,263.0,241.0,68.0,29.0,280.0,28.0,281.0,35.0,274.0,102.0,207.0,53.0,256.0
480291315051,603.0,596.0,7.0,570.0,33.0,72.0,531.0,42.0,561.0,118.0,485.0,38.0,565.0,17.0,586.0,57.0,546.0,122.0,481.0,137.0,466.0
480291315052,639.0,539.0,100.0,539.0,100.0,56.0,583.0,43.0,596.0,199.0,440.0,81.0,558.0,12.0,627.0,101.0,538.0,191.0,448.0,108.0,531.0
480291315062,719.0,654.0,65.0,637.0,82.0,28.0,691.0,92.0,627.0,151.0,568.0,11.0,708.0,38.0,681.0,76.0,643.0,112.0,607.0,178.0,541.0
480291316081,896.0,708.0,188.0,663.0,233.0,75.0,821.0,90.0,806.0,258.0,638.0,32.0,864.0,41.0,855.0,178.0,718.0,203.0,693.0,222.0,674.0
480291315071,840.0,698.0,142.0,698.0,142.0,43.0,797.0,49.0,791.0,173.0,667.0,42.0,798.0,0.0,840.0,162.0,678.0,101.0,739.0,96.0,744.0
480291315073,720.0,613.0,107.0,604.0,116.0,30.0,690.0,28.0,692.0,115.0,605.0,84.0,636.0,10.0,710.0,170.0,550.0,71.0,649.0,202.0,518.0
480291316012,824.0,762.0,62.0,748.0,76.0,85.0,739.0,109.0,715.0,106.0,718.0,108.0,716.0,0.0,824.0,24.0,800.0,244.0,580.0,345.0,479.0
480291316082,1053.0,838.0,215.0,830.0,223.0,48.0,1005.0,230.0,823.0,174.0,879.0,24.0,1029.0,31.0,1022.0,54.0,999.0,278.0,775.0,274.0,779.0
480291316092,637.0,543.0,94.0,543.0,94.0,39.0,598.0,26.0,611.0,83.0,554.0,0.0,637.0,43.0,594.0,52.0,585.0,97.0,540.0,114.0,523.0
480291316093,825.0,750.0,75.0,750.0,75.0,48.0,777.0,104.0,721.0,227.0,598.0,10.0,815.0,0.0,825.0,26.0,799.0,142.0,683.0,117.0,708.0
480291316102,628.0,565.0,63.0,565.0,63.0,64.0,564.0,12.0,616.0,74.0,554.0,26.0,602.0,24.0,604.0,72.0,556.0,107.0,521.0,212.0,416.0
480291316111,352.0,248.0,104.0,248.0,104.0,14.0,338.0,80.0,272.0,161.0,191.0,34.0,318.0,0.0,352.0,29.0,323.0,102.0,250.0,112.0,240.0
480291316131,522.0,433.0,89.0,421.0,101.0,12.0,510.0,98.0,424.0,218.0,304.0,0.0,522.0,11.0,511.0,21.0,501.0,188.0,334.0,97.0,425.0
480291316132,832.0,741.0,91.0,741.0,91.0,46.0,786.0,88.0,744.0,123.0,709.0,0.0,832.0,36.0,796.0,101.0,731.0,193.0,639.0,171.0,661.0
480291316142,146.0,142.0,4.0,142.0,4.0,18.0,128.0,31.0,115.0,17.0,129.0,0.0,146.0,0.0,146.0,0.0,146.0,60.0,86.0,26.0,120.0
480291316151,1095.0,1080.0,15.0,1049.0,46.0,59.0,1036.0,88.0,1007.0,77.0,1018.0,16.0,1079.0,0.0,1095.0,2.0,1093.0,240.0,855.0,124.0,971.0
480291316153,382.0,382.0,0.0,382.0,0.0,55.0,327.0,15.0,367.0,78.0,304.0,13.0,369.0,40.0,342.0,40.0,342.0,94.0,288.0,54.0,328.0
480291316154,396.0,371.0,25.0,371.0,25.0,0.0,396.0,33.0,363.0,161.0,235.0,18.0,378.0,18.0,378.0,47.0,349.0,94.0,302.0,69.0,327.0
480291318012,245.0,164.0,81.0,164.0,81.0,26.0,219.0,96.0,149.0,99.0,146.0,1.0,244.0,0.0,245.0,4.0,241.0,120.0,125.0,38.0,207.0
480291318021,584.0,476.0,108.0,454.0,130.0,79.0,505.0,116.0,468.0,270.0,314.0,20.0,564.0,12.0,572.0,81.0,503.0,163.0,421.0,73.0,511.0
480291318023,686.0,508.0,178.0,472.0,214.0,101.0,585.0,106.0,580.0,303.0,383.0,50.0,636.0,14.0,672.0,44.0,642.0,179.0,507.0,145.0,541.0
480291411011,560.0,232.0,328.0,232.0,328.0,7.0,553.0,39.0,521.0,288.0,272.0,39.0,521.0,0.0,560.0,112.0,448.0,59.0,501.0,40.0,520.0
480291411013,419.0,363.0,56.0,363.0,56.0,9.0,410.0,9.0,410.0,51.0,368.0,42.0,377.0,24.0,395.0,107.0,312.0,7.0,412.0,86.0,333.0
480291411021,423.0,233.0,190.0,233.0,190.0,28.0,395.0,40.0,383.0,170.0,253.0,41.0,382.0,9.0,414.0,92.0,331.0,66.0,357.0,67.0,356.0
480291411023,585.0,414.0,171.0,404.0,181.0,47.0,538.0,86.0,499.0,172.0,413.0,93.0,492.0,30.0,555.0,198.0,387.0,104.0,481.0,99.0,486.0
480291414022,519.0,487.0,32.0,459.0,60.0,35.0,484.0,55.0,464.0,65.0,454.0,34.0,485.0,22.0,497.0,30.0,489.0,100.0,419.0,131.0,388.0
480291414032,1045.0,907.0,138.0,834.0,211.0,82.0,963.0,25.0,1020.0,169.0,876.0,16.0,1029.0,0.0,1045.0,142.0,903.0,89.0,956.0,112.0,933.0
480291414041,688.0,574.0,114.0,558.0,130.0,49.0,639.0,97.0,591.0,218.0,470.0,62.0,626.0,35.0,653.0,102.0,586.0,144.0,544.0,90.0,598.0
480291414043,522.0,217.0,305.0,217.0,305.0,8.0,514.0,42.0,480.0,160.0,362.0,178.0,344.0,40.0,482.0,278.0,244.0,32.0,490.0,20.0,502.0
480291416002,548.0,442.0,106.0,433.0,115.0,9.0,539.0,86.0,462.0,69.0,479.0,24.0,524.0,0.0,548.0,17.0,531.0,58.0,490.0,73.0,475.0
480291513011,316.0,258.0,58.0,258.0,58.0,45.0,271.0,0.0,316.0,71.0,245.0,28.0,288.0,0.0,316.0,70.0,246.0,26.0,290.0,20.0,296.0
480291513012,287.0,215.0,72.0,173.0,114.0,50.0,237.0,21.0,266.0,81.0,206.0,26.0,261.0,0.0,287.0,87.0,200.0,30.0,257.0,19.0,268.0
480291513013,423.0,284.0,139.0,275.0,148.0,20.0,403.0,39.0,384.0,198.0,225.0,10.0,413.0,0.0,423.0,61.0,362.0,81.0,342.0,54.0,369.0
480291513014,710.0,650.0,60.0,643.0,67.0,58.0,652.0,27.0,683.0,137.0,573.0,34.0,676.0,15.0,695.0,130.0,580.0,63.0,647.0,117.0,593.0
480291513021,477.0,412.0,65.0,380.0,97.0,49.0,428.0,57.0,420.0,190.0,287.0,34.0,443.0,7.0,470.0,122.0,355.0,65.0,412.0,83.0,394.0
480291513022,466.0,348.0,118.0,338.0,128.0,32.0,434.0,20.0,446.0,148.0,318.0,53.0,413.0,0.0,466.0,120.0,346.0,39.0,427.0,48.0,418.0
480291521003,184.0,178.0,6.0,162.0,22.0,23.0,161.0,40.0,144.0,32.0,152.0,20.0,164.0,0.0,184.0,38.0,146.0,32.0,152.0,7.0,177.0
480291521004,615.0,478.0,137.0,458.0,157.0,52.0,563.0,100.0,515.0,152.0,463.0,45.0,570.0,12.0,603.0,151.0,464.0,113.0,502.0,147.0,468.0
480291522011,819.0,645.0,174.0,567.0,252.0,188.0,631.0,104.0,715.0,331.0,488.0,55.0,764.0,34.0,785.0,216.0,603.0,117.0,702.0,73.0,746.0
480291522012,639.0,523.0,116.0,473.0,166.0,145.0,494.0,14.0,625.0,131.0,508.0,0.0,639.0,9.0,630.0,137.0,502.0,29.0,610.0,138.0,501.0
480291522013,616.0,457.0,159.0,457.0,159.0,33.0,583.0,27.0,589.0,181.0,435.0,22.0,594.0,0.0,616.0,114.0,502.0,95.0,521.0,103.0,513.0
480291522021,839.0,777.0,62.0,727.0,112.0,95.0,744.0,52.0,787.0,234.0,605.0,28.0,811.0,0.0,839.0,195.0,644.0,128.0,711.0,90.0,749.0
480291605011,561.0,364.0,197.0,364.0,197.0,0.0,561.0,4.0,557.0,163.0,398.0,99.0,462.0,0.0,561.0,353.0,208.0,62.0,499.0,114.0,447.0
480291605012,320.0,226.0,94.0,226.0,94.0,26.0,294.0,24.0,296.0,93.0,227.0,14.0,306.0,14.0,306.0,52.0,268.0,38.0,282.0,31.0,289.0
480291605021,205.0,126.0,79.0,93.0,112.0,33.0,172.0,8.0,197.0,91.0,114.0,18.0,187.0,17.0,188.0,77.0,128.0,8.0,197.0,17.0,188.0
480291609013,335.0,188.0,147.0,174.0,161.0,24.0,311.0,14.0,321.0,138.0,197.0,69.0,266.0,0.0,335.0,132.0,203.0,50.0,285.0,81.0,254.0
480291605022,258.0,209.0,49.0,209.0,49.0,30.0,228.0,17.0,241.0,74.0,184.0,30.0,228.0,10.0,248.0,130.0,128.0,32.0,226.0,22.0,236.0
480291605024,407.0,252.0,155.0,238.0,169.0,14.0,393.0,21.0,386.0,203.0,204.0,27.0,380.0,0.0,407.0,83.0,324.0,144.0,263.0,94.0,313.0
480291609011,240.0,180.0,60.0,162.0,78.0,28.0,212.0,18.0,222.0,85.0,155.0,41.0,199.0,0.0,240.0,86.0,154.0,45.0,195.0,40.0,200.0
480291609021,472.0,407.0,65.0,379.0,93.0,65.0,407.0,28.0,444.0,125.0,347.0,5.0,467.0,20.0,452.0,187.0,285.0,43.0,429.0,23.0,449.0
480291609023,394.0,280.0,114.0,259.0,135.0,21.0,373.0,41.0,353.0,131.0,263.0,57.0,337.0,0.0,394.0,174.0,220.0,44.0,350.0,45.0,349.0
480291613022,486.0,431.0,55.0,391.0,95.0,69.0,417.0,85.0,401.0,125.0,361.0,32.0,454.0,0.0,486.0,127.0,359.0,99.0,387.0,152.0,334.0
480291613032,554.0,440.0,114.0,405.0,149.0,72.0,482.0,31.0,523.0,120.0,434.0,78.0,476.0,8.0,546.0,215.0,339.0,77.0,477.0,48.0,506.0
480291613041,499.0,425.0,74.0,401.0,98.0,35.0,464.0,16.0,483.0,126.0,373.0,78.0,421.0,6.0,493.0,200.0,299.0,121.0,378.0,86.0,413.0
480291614001,402.0,381.0,21.0,381.0,21.0,49.0,353.0,23.0,379.0,0.0,402.0,0.0,402.0,0.0,402.0,23.0,379.0,6.0,396.0,24.0,378.0
480291615031,588.0,461.0,127.0,447.0,141.0,57.0,531.0,78.0,510.0,166.0,422.0,0.0,588.0,11.0,577.0,80.0,508.0,118.0,470.0,132.0,456.0
480291615033,240.0,154.0,86.0,154.0,86.0,8.0,232.0,18.0,222.0,45.0,195.0,36.0,204.0,0.0,240.0,71.0,169.0,45.0,195.0,23.0,217.0
480291615041,443.0,362.0,81.0,362.0,81.0,25.0,418.0,27.0,416.0,143.0,300.0,47.0,396.0,31.0,412.0,115.0,328.0,79.0,364.0,10.0,433.0
480291618011,996.0,772.0,224.0,759.0,237.0,89.0,907.0,133.0,863.0,313.0,683.0,23.0,973.0,9.0,987.0,160.0,836.0,330.0,666.0,141.0,855.0
480291618012,261.0,238.0,23.0,238.0,23.0,0.0,261.0,13.0,248.0,48.0,213.0,46.0,215.0,12.0,249.0,102.0,159.0,23.0,238.0,28.0,233.0
480291618022,981.0,721.0,260.0,648.0,333.0,85.0,896.0,42.0,939.0,291.0,690.0,58.0,923.0,28.0,953.0,187.0,794.0,125.0,856.0,128.0,853.0
480291619011,328.0,270.0,58.0,243.0,85.0,30.0,298.0,17.0,311.0,156.0,172.0,15.0,313.0,3.0,325.0,25.0,303.0,57.0,271.0,34.0,294.0
480291619022,860.0,609.0,251.0,575.0,285.0,103.0,757.0,81.0,779.0,387.0,473.0,95.0,765.0,36.0,824.0,189.0,671.0,212.0,648.0,170.0,690.0
480291619023,1074.0,950.0,124.0,950.0,124.0,87.0,987.0,60.0,1014.0,219.0,855.0,36.0,1038.0,24.0,1050.0,116.0,958.0,96.0,978.0,228.0,846.0
480291620032,418.0,344.0,74.0,331.0,87.0,48.0,370.0,48.0,370.0,137.0,281.0,46.0,372.0,0.0,418.0,63.0,355.0,115.0,303.0,62.0,356.0
480291620033,304.0,201.0,103.0,184.0,120.0,55.0,249.0,70.0,234.0,152.0,152.0,36.0,268.0,0.0,304.0,42.0,262.0,90.0,214.0,50.0,254.0
480291620042,594.0,436.0,158.0,429.0,165.0,77.0,517.0,71.0,523.0,199.0,395.0,43.0,551.0,14.0,580.0,66.0,528.0,76.0,518.0,130.0,464.0
480291713011,252.0,227.0,25.0,205.0,47.0,29.0,223.0,12.0,240.0,91.0,161.0,56.0,196.0,0.0,252.0,54.0,198.0,21.0,231.0,48.0,204.0
480291713021,204.0,178.0,26.0,159.0,45.0,19.0,185.0,19.0,185.0,57.0,147.0,19.0,185.0,12.0,192.0,21.0,183.0,49.0,155.0,21.0,183.0
480291713022,306.0,199.0,107.0,168.0,138.0,40.0,266.0,15.0,291.0,179.0,127.0,23.0,283.0,0.0,306.0,59.0,247.0,37.0,269.0,20.0,286.0
480291716011,527.0,441.0,86.0,441.0,86.0,47.0,480.0,20.0,507.0,212.0,315.0,24.0,503.0,0.0,527.0,188.0,339.0,71.0,456.0,87.0,440.0
480291716013,449.0,359.0,90.0,338.0,111.0,21.0,428.0,0.0,449.0,94.0,355.0,75.0,374.0,7.0,442.0,203.0,246.0,20.0,429.0,6.0,443.0
480291716021,685.0,511.0,174.0,481.0,204.0,103.0,582.0,37.0,648.0,153.0,532.0,97.0,588.0,27.0,658.0,307.0,378.0,82.0,603.0,65.0,620.0
480291719022,1481.0,1336.0,145.0,1336.0,145.0,41.0,1440.0,62.0,1419.0,262.0,1219.0,0.0,1481.0,0.0,1481.0,226.0,1255.0,107.0,1374.0,258.0,1223.0
480291719023,2463.0,2029.0,434.0,2029.0,434.0,68.0,2395.0,39.0,2424.0,457.0,2006.0,170.0,2293.0,0.0,2463.0,581.0,1882.0,279.0,2184.0,583.0,1880.0
480291719131,1297.0,1109.0,188.0,1058.0,239.0,132.0,1165.0,154.0,1143.0,323.0,974.0,143.0,1154.0,69.0,1228.0,245.0,1052.0,128.0,1169.0,232.0,1065.0
480291719132,489.0,364.0,125.0,354.0,135.0,45.0,444.0,87.0,402.0,187.0,302.0,50.0,439.0,21.0,468.0,95.0,394.0,98.0,391.0,72.0,417.0
480291719142,642.0,583.0,59.0,571.0,71.0,183.0,459.0,76.0,566.0,176.0,466.0,31.0,611.0,8.0,634.0,36.0,606.0,205.0,437.0,109.0,533.0
480291719143,555.0,507.0,48.0,493.0,62.0,35.0,520.0,69.0,486.0,108.0,447.0,0.0,555.0,12.0,543.0,49.0,506.0,89.0,466.0,71.0,484.0
480291719161,1040.0,926.0,114.0,865.0,175.0,119.0,921.0,116.0,924.0,179.0,861.0,27.0,1013.0,0.0,1040.0,40.0,1000.0,306.0,734.0,318.0,722.0
480291719162,493.0,438.0,55.0,422.0,71.0,28.0,465.0,38.0,455.0,144.0,349.0,24.0,469.0,27.0,466.0,66.0,427.0,53.0,440.0,78.0,415.0
480291719171,1285.0,1103.0,182.0,1103.0,182.0,64.0,1221.0,283.0,1002.0,344.0,941.0,42.0,1243.0,0.0,1285.0,48.0,1237.0,435.0,850.0,319.0,966.0
480291719172,1454.0,1390.0,64.0,1364.0,90.0,74.0,1380.0,183.0,1271.0,168.0,1286.0,41.0,1413.0,13.0,1441.0,51.0,1403.0,153.0,1301.0,272.0,1182.0
480291215053,650.0,545.0,105.0,526.0,124.0,73.0,577.0,128.0,522.0,184.0,466.0,40.0,610.0,15.0,635.0,54.0,596.0,226.0,424.0,254.0,396.0
480291216051,487.0,383.0,104.0,362.0,125.0,42.0,445.0,82.0,405.0,190.0,297.0,0.0,487.0,3.0,484.0,6.0,481.0,163.0,324.0,71.0,416.0
480291216052,251.0,168.0,83.0,168.0,83.0,16.0,235.0,29.0,222.0,103.0,148.0,0.0,251.0,7.0,244.0,15.0,236.0,94.0,157.0,81.0,170.0
480291216062,1266.0,1103.0,163.0,1019.0,247.0,139.0,1127.0,194.0,1072.0,258.0,1008.0,89.0,1177.0,0.0,1266.0,48.0,1218.0,244.0,1022.0,66.0,1200.0
480291216063,398.0,291.0,107.0,291.0,107.0,14.0,384.0,58.0,340.0,140.0,258.0,0.0,398.0,0.0,398.0,16.0,382.0,62.0,336.0,29.0,369.0
480291217011,502.0,380.0,122.0,380.0,122.0,12.0,490.0,134.0,368.0,164.0,338.0,23.0,479.0,0.0,502.0,24.0,478.0,157.0,345.0,75.0,427.0
480291217012,328.0,217.0,111.0,207.0,121.0,42.0,286.0,126.0,202.0,186.0,142.0,24.0,304.0,10.0,318.0,22.0,306.0,145.0,183.0,123.0,205.0
480291217014,423.0,403.0,20.0,339.0,84.0,81.0,342.0,39.0,384.0,70.0,353.0,10.0,413.0,35.0,388.0,61.0,362.0,76.0,347.0,52.0,371.0
480291217021,1268.0,1086.0,182.0,1069.0,199.0,141.0,1127.0,289.0,979.0,210.0,1058.0,81.0,1187.0,0.0,1268.0,0.0,1268.0,396.0,872.0,456.0,812.0
480291217023,1009.0,785.0,224.0,771.0,238.0,91.0,918.0,186.0,823.0,416.0,593.0,19.0,990.0,0.0,1009.0,53.0,956.0,342.0,667.0,361.0,648.0
480291218081,224.0,178.0,46.0,178.0,46.0,15.0,209.0,40.0,184.0,80.0,144.0,10.0,214.0,0.0,224.0,0.0,224.0,94.0,130.0,49.0,175.0
480291218091,280.0,244.0,36.0,244.0,36.0,7.0,273.0,31.0,249.0,48.0,232.0,0.0,280.0,20.0,260.0,46.0,234.0,53.0,227.0,37.0,243.0
480291218092,801.0,632.0,169.0,615.0,186.0,80.0,721.0,174.0,627.0,264.0,537.0,27.0,774.0,0.0,801.0,36.0,765.0,215.0,586.0,99.0,702.0
480291218101,1051.0,926.0,125.0,868.0,183.0,161.0,890.0,141.0,910.0,251.0,800.0,0.0,1051.0,38.0,1013.0,61.0,990.0,188.0,863.0,189.0,862.0
480291218102,433.0,416.0,17.0,406.0,27.0,47.0,386.0,72.0,361.0,76.0,357.0,20.0,413.0,0.0,433.0,16.0,417.0,86.0,347.0,47.0,386.0
480291218112,342.0,330.0,12.0,320.0,22.0,27.0,315.0,66.0,276.0,111.0,231.0,23.0,319.0,0.0,342.0,10.0,332.0,149.0,193.0,42.0,300.0
480291218121,1184.0,1026.0,158.0,953.0,231.0,137.0,1047.0,69.0,1115.0,212.0,972.0,15.0,1169.0,0.0,1184.0,171.0,1013.0,179.0,1005.0,307.0,877.0
480291219032,1041.0,884.0,157.0,847.0,194.0,151.0,890.0,426.0,615.0,411.0,630.0,0.0,1041.0,0.0,1041.0,8.0,1033.0,370.0,671.0,206.0,835.0
480291218123,288.0,223.0,65.0,223.0,65.0,0.0,288.0,42.0,246.0,114.0,174.0,0.0,288.0,0.0,288.0,0.0,288.0,96.0,192.0,50.0,238.0
480291218124,194.0,143.0,51.0,115.0,79.0,28.0,166.0,78.0,116.0,126.0,68.0,0.0,194.0,0.0,194.0,0.0,194.0,102.0,92.0,49.0,145.0
480291219031,957.0,851.0,106.0,841.0,116.0,130.0,827.0,246.0,711.0,186.0,771.0,66.0,891.0,0.0,957.0,12.0,945.0,159.0,798.0,149.0,808.0
480291219042,733.0,671.0,62.0,663.0,70.0,68.0,665.0,90.0,643.0,139.0,594.0,34.0,699.0,0.0,733.0,7.0,726.0,231.0,502.0,79.0,654.0
480291219051,788.0,672.0,116.0,672.0,116.0,56.0,732.0,257.0,531.0,94.0,694.0,9.0,779.0,0.0,788.0,0.0,788.0,106.0,682.0,173.0,615.0
480291219061,1010.0,808.0,202.0,756.0,254.0,123.0,887.0,346.0,664.0,338.0,672.0,56.0,954.0,0.0,1010.0,14.0,996.0,370.0,640.0,168.0,842.0
480291219062,1043.0,965.0,78.0,928.0,115.0,123.0,920.0,243.0,800.0,125.0,918.0,15.0,1028.0,17.0,1026.0,65.0,978.0,189.0,854.0,150.0,893.0
480291219072,3415.0,3081.0,334.0,3008.0,407.0,422.0,2993.0,596.0,2819.0,428.0,2987.0,36.0,3379.0,0.0,3415.0,50.0,3365.0,583.0,2832.0,571.0,2844.0
480291219081,627.0,507.0,120.0,501.0,126.0,76.0,551.0,127.0,500.0,132.0,495.0,0.0,627.0,5.0,622.0,11.0,616.0,130.0,497.0,54.0,573.0
480291209024,608.0,522.0,86.0,510.0,98.0,87.0,521.0,81.0,527.0,79.0,529.0,0.0,608.0,0.0,608.0,60.0,548.0,37.0,571.0,42.0,566.0
480291211103,481.0,419.0,62.0,419.0,62.0,80.0,401.0,62.0,419.0,181.0,300.0,0.0,481.0,22.0,459.0,36.0,445.0,96.0,385.0,54.0,427.0
480291211183,740.0,541.0,199.0,519.0,221.0,148.0,592.0,275.0,465.0,261.0,479.0,27.0,713.0,23.0,717.0,23.0,717.0,190.0,550.0,253.0,487.0
480291211192,1240.0,1168.0,72.0,1168.0,72.0,102.0,1138.0,243.0,997.0,196.0,1044.0,58.0,1182.0,0.0,1240.0,62.0,1178.0,77.0,1163.0,122.0,1118.0
480291211193,702.0,564.0,138.0,548.0,154.0,56.0,646.0,131.0,571.0,168.0,534.0,15.0,687.0,39.0,663.0,112.0,590.0,115.0,587.0,55.0,647.0
480291211202,764.0,683.0,81.0,683.0,81.0,65.0,699.0,104.0,660.0,157.0,607.0,21.0,743.0,17.0,747.0,35.0,729.0,111.0,653.0,59.0,705.0
